account_value,date,daily_return
50981213.399999976,2021-01-06,
51167013.399999976,2021-01-07,0.0036444797526140604
51792413.399999976,2021-01-08,0.012222718475102479
53197213.399999976,2021-01-11,0.02712366363680596
52723013.399999976,2021-01-12,-0.008914000747264672
52265813.399999976,2021-01-13,-0.008671734988501267
50907713.399999976,2021-01-14,-0.025984480325718984
50413713.399999976,2021-01-15,-0.009703833996991151
50742313.399999976,2021-01-18,0.006518067760507451
48101113.399999976,2021-01-19,-0.05205123343863938
48520713.399999976,2021-01-20,0.008723290800166872
49609313.399999976,2021-01-21,0.022435778943019402
48789913.399999976,2021-01-22,-0.016517059879325058
48301013.399999976,2021-01-25,-0.01002051378922919
47192613.399999976,2021-01-26,-0.02294775869029697
45739713.399999976,2021-01-27,-0.03078659763309488
42408713.399999976,2021-01-28,-0.072825117439411
43816713.399999976,2021-01-29,0.03320072426436793
43776513.399999976,2021-02-01,-0.0009174581313987629
42533948.69999998,2021-02-02,-0.028384277401132585
44833606.19999997,2021-02-03,0.05406640037631849
43747298.69999997,2021-02-04,-0.02422975959493534
43408798.69999999,2021-02-05,-0.007737620608789353
40307098.69999997,2021-02-08,-0.07145325585801143
41019498.69999997,2021-02-09,0.01767430608941356
44662098.69999997,2021-02-17,0.08880167031392805
46759698.69999997,2021-02-18,0.04696599714424088
46047198.69999997,2021-02-19,-0.015237480561439143
45366698.69999997,2021-02-22,-0.014778314842418427
45822998.69999997,2021-02-23,0.010058038452773754
44492398.69999997,2021-02-24,-0.029037820259458558
44444298.69999997,2021-02-25,-0.0010810835424793774
42795998.69999997,2021-02-26,-0.03708687161712376
44474998.69999997,2021-03-01,0.03923263975610891
45198498.69999997,2021-03-02,0.016267566523841204
46870398.69999997,2021-03-03,0.0369901666667527
45528298.69999997,2021-03-04,-0.02863427743788316
45485398.69999997,2021-03-05,-0.000942271097865599
45174298.69999997,2021-03-08,-0.006839557503977689
44507198.69999997,2021-03-09,-0.01476724640331828
44510598.69999997,2021-03-10,7.639213653765076e-05
44357498.69999997,2021-03-11,-0.003439630211040101
44925198.69999997,2021-03-12,0.012798287023339405
44440498.69999997,2021-03-15,-0.0107890452135051
45307298.69999997,2021-03-16,0.019504731615444193
45153198.69999997,2021-03-17,-0.0034012180028732963
45275198.69999997,2021-03-18,0.002701912677561813
43017898.69999997,2021-03-19,-0.04985731846164154
44618498.69999997,2021-03-22,0.03720776812373683
43682598.69999997,2021-03-23,-0.020975604900843492
42741498.69999997,2021-03-24,-0.02154404792771636
41726098.69999997,2021-03-25,-0.023756771074571637
40043298.69999999,2021-03-26,-0.04032967500985152
41592798.69999997,2021-03-29,0.038695613256257255
40464298.69999997,2021-03-30,-0.027132100634526424
40460798.69999999,2021-03-31,-8.649600048515893e-05
42057798.69999997,2021-04-01,0.03947030338775748
41566598.69999997,2021-04-02,-0.011679165700129723
42339998.69999997,2021-04-05,0.018606285435618375
43275298.69999997,2021-04-06,0.022090222690535954
43990998.69999997,2021-04-07,0.01653830294647962
43879198.69999997,2021-04-08,-0.0025414290037475418
43132098.69999997,2021-04-09,-0.01702629086524321
